Route_ID,Date,Region,Origin_Hub,Destination_City,Vehicle_Type,Vehicle_Capacity_Cases,Load_Cases,Utilization_Pct,Distance_KM,Avg_Speed_KMPH,Travel_Time_Hrs,No_of_Stops,Total_Time_Hrs,Fuel_Litres,Fuel_Cost_INR,Toll_Cost_INR,Driver_Cost_INR,Total_Route_Cost_INR,Cost_Per_Case_INR,Delivery_Delay_Min,On_Time_Delivery
RT-0729,2024-09-09,West India,Mumbai Hub,Mumbai,Mini Truck (14-ft),250,127,50.8,292,41,7.12,4,9.07,48.62,4594.59,621.14,1638.24,6853.97,53.97,39,No
RT-0730,2024-02-20,Central India,Bhopal Hub,Bhopal,Mini Truck (14-ft),250,229,91.6,63,62,1.02,7,4.02,9.21,870.35,105.74,716.75,1692.84,7.39,37,No
RT-0731,2024-08-14,East India,Kolkata Hub,Kolkata,20-ft Truck,500,419,83.8,380,45,8.44,7,12.59,58.96,5571.72,637.25,2034.7,8243.67,19.67,0,Yes
RT-0732,2024-08-14,North India,Delhi Hub,Meerut,Mini Truck (14-ft),250,218,87.2,222,28,7.93,11,15.74,30.71,2902.1,317.69,2981.62,6201.41,28.45,0,Yes
RT-0733,2024-10-17,West India,Mumbai Hub,Mumbai,Mini Truck (14-ft),250,161,64.4,169,60,2.82,7,7.37,32.73,3092.98,274.45,1269.71,4637.14,28.8,21,Yes
RT-0734,2024-07-27,West India,Mumbai Hub,Vadodara,32-ft Truck,800,474,59.2,181,49,3.69,6,7.34,26.46,2500.47,327.52,942.5,3770.49,7.95,26,Yes
RT-0735,2024-04-25,West India,Mumbai Hub,Nagpur,Tempo,80,37,46.2,236,52,4.54,8,9.01,36.74,3471.93,345.73,1547.42,5365.08,145.0,30,No
RT-0736,2024-05-11,East India,Kolkata Hub,Kolkata,Mini Truck (14-ft),250,194,77.6,35,39,0.9,11,6.5,6.55,618.98,49.59,1227.3,1895.87,9.77,39,No
RT-0737,2024-03-19,South India,Bengaluru Hub,Hyderabad,32-ft Truck,800,681,85.1,132,65,2.03,6,5.54,21.26,2009.07,288.67,1080.98,3378.72,4.96,54,No
RT-0738,2024-02-09,North India,Delhi Hub,Chandigarh,Tempo,80,76,95.0,192,58,3.31,12,6.84,24.79,2342.65,341.57,1077.67,3761.89,49.5,0,Yes
RT-0739,2024-09-24,East India,Kolkata Hub,Kolkata,Mini Truck (14-ft),250,154,61.6,202,39,5.18,4,7.13,33.6,3175.2,290.97,1344.51,4810.68,31.24,0,Yes
RT-0740,2024-06-24,South India,Bengaluru Hub,Bengaluru,20-ft Truck,500,453,90.6,74,37,2.0,12,10.6,8.6,812.7,135.73,1304.87,2253.3,4.97,40,No
RT-0741,2024-01-01,East India,Kolkata Hub,Siliguri,32-ft Truck,800,517,64.6,258,32,8.06,7,11.73,31.57,2983.37,252.63,2284.95,5520.95,10.68,12,Yes
RT-0742,2024-10-20,East India,Kolkata Hub,Siliguri,Tata Ace,120,63,52.5,255,44,5.8,9,8.48,36.61,3459.64,216.95,1440.59,5117.18,81.23,1,Yes
RT-0743,2024-10-15,West India,Mumbai Hub,Vadodara,32-ft Truck,800,659,82.4,317,56,5.66,10,10.7,50.68,4789.26,661.71,1473.37,6924.34,10.51,0,Yes
RT-0744,2024-08-02,West India,Mumbai Hub,Ahmedabad,Tempo,80,47,58.8,74,64,1.16,2,2.31,9.34,882.63,157.49,302.6,1342.72,28.57,64,No
RT-0745,2024-05-16,East India,Kolkata Hub,Guwahati,32-ft Truck,800,466,58.2,375,33,11.36,2,12.21,41.78,3948.21,731.15,2127.73,6807.09,14.61,0,Yes
RT-0746,2024-04-06,East India,Kolkata Hub,Jamshedpur,Mini Truck (14-ft),250,157,62.8,277,41,6.76,10,13.37,45.46,4295.97,427.75,2576.27,7299.99,46.5,21,Yes
RT-0747,2024-08-22,West India,Mumbai Hub,Pune,32-ft Truck,800,611,76.4,149,62,2.4,3,4.1,22.62,2137.59,259.86,651.43,3048.88,4.99,0,Yes
RT-0748,2024-01-15,Central India,Bhopal Hub,Bilaspur,Tata Ace,120,61,50.8,57,58,0.98,7,5.88,10.99,1038.56,102.17,915.44,2056.17,33.71,0,Yes
RT-0749,2024-02-03,Central India,Bhopal Hub,Bhopal,Tempo,80,76,95.0,277,30,9.23,8,14.78,36.59,3457.76,234.33,2335.07,6027.16,79.3,6,Yes
RT-0750,2024-04-02,North India,Delhi Hub,Meerut,20-ft Truck,500,247,49.4,305,41,7.44,6,11.31,43.13,4075.79,419.67,2190.13,6685.59,27.07,0,Yes
RT-0751,2024-05-26,West India,Mumbai Hub,Vadodara,32-ft Truck,800,490,61.3,109,41,2.66,9,9.24,17.82,1683.99,191.03,1487.13,3362.15,6.86,49,No
RT-0752,2024-07-20,South India,Bengaluru Hub,Chennai,Tempo,80,48,60.0,131,30,4.37,12,8.51,22.35,2112.08,221.99,1469.83,3803.9,79.25,10,Yes
RT-0753,2024-09-07,South India,Bengaluru Hub,Mysuru,20-ft Truck,500,448,89.6,219,30,7.3,10,13.05,26.03,2459.84,221.6,1947.78,4629.22,10.33,22,Yes
RT-0754,2024-07-07,East India,Kolkata Hub,Ranchi,20-ft Truck,500,292,58.4,79,50,1.58,2,2.2,9.1,859.95,91.41,391.96,1343.32,4.6,18,Yes
RT-0755,2024-02-07,West India,Mumbai Hub,Nashik,20-ft Truck,500,259,51.8,273,37,7.38,6,11.05,35.71,3374.6,239.65,1869.68,5483.93,21.17,9,Yes
RT-0756,2024-05-19,North India,Delhi Hub,Chandigarh,Mini Truck (14-ft),250,209,83.6,158,45,3.51,7,6.68,19.39,1832.36,292.5,943.12,3067.98,14.68,24,Yes
RT-0757,2024-12-30,East India,Kolkata Hub,Ranchi,32-ft Truck,800,713,89.1,266,64,4.16,2,5.13,40.6,3836.7,222.5,671.87,4731.07,6.64,0,Yes
RT-0758,2024-07-25,East India,Kolkata Hub,Jamshedpur,32-ft Truck,800,739,92.4,260,53,4.91,12,12.83,32.88,3107.16,481.39,2381.9,5970.45,8.08,0,Yes
RT-0759,2024-06-15,Central India,Bhopal Hub,Gwalior,Tata Ace,120,94,78.3,58,37,1.57,10,4.54,7.17,677.56,111.06,902.04,1690.66,17.99,0,Yes
RT-0760,2024-01-24,Central India,Bhopal Hub,Indore,Mini Truck (14-ft),250,245,98.0,265,48,5.52,4,7.9,35.19,3325.45,419.26,1234.38,4979.09,20.32,0,Yes
RT-0761,2024-01-07,West India,Mumbai Hub,Ahmedabad,20-ft Truck,500,297,59.4,114,31,3.68,10,7.96,18.18,1718.01,141.0,1343.44,3202.45,10.78,8,Yes
RT-0762,2024-11-30,Central India,Bhopal Hub,Raipur,Tempo,80,52,65.0,36,37,0.97,11,8.15,5.46,515.97,46.79,1314.18,1876.94,36.09,44,No
RT-0763,2024-08-21,West India,Mumbai Hub,Mumbai,Mini Truck (14-ft),250,143,57.2,273,59,4.63,8,6.87,41.7,3940.65,491.89,981.93,5414.47,37.86,104,No
RT-0764,2024-10-19,Central India,Bhopal Hub,Bilaspur,Tata Ace,120,98,81.7,269,56,4.8,10,7.72,50.11,4735.39,433.61,1113.49,6282.49,64.11,0,Yes
RT-0765,2024-04-22,West India,Mumbai Hub,Pune,32-ft Truck,800,579,72.4,157,49,3.2,2,4.01,19.11,1805.89,253.38,722.6,2781.87,4.8,16,Yes
RT-0766,2024-03-04,East India,Kolkata Hub,Siliguri,20-ft Truck,500,302,60.4,147,48,3.06,10,7.43,28.77,2718.76,222.65,1272.35,4213.76,13.95,30,No
RT-0767,2024-01-04,Central India,Bhopal Hub,Gwalior,Mini Truck (14-ft),250,159,63.6,61,59,1.03,6,4.79,11.76,1111.32,121.42,681.05,1913.79,12.04,14,Yes
RT-0768,2024-03-22,West India,Mumbai Hub,Vadodara,20-ft Truck,500,262,52.4,101,61,1.66,4,4.21,12.74,1203.93,130.07,840.02,2174.02,8.3,0,Yes
RT-0769,2024-01-02,Central India,Bhopal Hub,Bilaspur,20-ft Truck,500,440,88.0,184,46,4.0,3,5.16,33.66,3180.87,348.6,661.7,4191.17,9.53,0,Yes
RT-0770,2024-02-01,West India,Mumbai Hub,Mumbai,20-ft Truck,500,401,80.2,106,64,1.66,7,6.03,13.74,1298.43,119.65,1048.26,2466.34,6.15,26,Yes
RT-0771,2024-10-05,West India,Mumbai Hub,Ahmedabad,Tempo,80,73,91.2,377,45,8.38,7,11.12,57.27,5412.02,799.8,1830.74,8042.56,110.17,0,Yes
RT-0772,2024-04-25,Central India,Bhopal Hub,Jabalpur,32-ft Truck,800,699,87.4,179,34,5.26,12,13.71,25.24,2385.18,209.9,1884.57,4479.65,6.41,0,Yes
RT-0773,2024-02-02,South India,Bengaluru Hub,Coimbatore,Mini Truck (14-ft),250,175,70.0,116,53,2.19,8,6.33,19.81,1872.04,237.9,1210.28,3320.22,18.97,56,No
RT-0774,2024-06-09,North India,Delhi Hub,Jaipur,Tata Ace,120,56,46.7,17,47,0.36,9,3.76,2.75,259.88,19.97,613.45,893.3,15.95,29,Yes
RT-0775,2024-10-29,Central India,Bhopal Hub,Ujjain,32-ft Truck,800,425,53.1,341,52,6.56,4,8.77,45.06,4258.17,358.68,1122.52,5739.37,13.5,2,Yes
RT-0776,2024-07-24,South India,Bengaluru Hub,Hyderabad,Mini Truck (14-ft),250,218,87.2,230,35,6.57,9,9.87,27.29,2578.9,293.98,1256.09,4128.97,18.94,0,Yes
RT-0777,2024-08-27,East India,Kolkata Hub,Kolkata,Tata Ace,120,101,84.2,209,38,5.5,2,6.48,30.13,2847.28,406.05,1202.16,4455.49,44.11,0,Yes
RT-0778,2024-05-27,South India,Bengaluru Hub,Kochi,20-ft Truck,500,496,99.2,216,41,5.27,8,10.47,29.01,2741.45,246.65,1787.51,4775.61,9.63,50,No
RT-0779,2024-05-06,East India,Kolkata Hub,Guwahati,Mini Truck (14-ft),250,243,97.2,101,38,2.66,3,3.46,16.26,1536.57,199.51,626.23,2362.31,9.72,6,Yes
RT-0780,2024-12-01,North India,Delhi Hub,Lucknow,Tempo,80,69,86.2,239,31,7.71,11,15.04,32.95,3113.78,509.39,2792.18,6415.35,92.98,44,No
RT-0781,2024-12-30,West India,Mumbai Hub,Ahmedabad,Mini Truck (14-ft),250,205,82.0,358,29,12.34,9,18.5,47.17,4457.57,344.01,2915.49,7717.07,37.64,12,Yes
RT-0782,2024-10-24,North India,Delhi Hub,Meerut,20-ft Truck,500,492,98.4,221,58,3.81,8,6.38,32.34,3056.13,396.2,1028.43,4480.76,9.11,19,Yes
RT-0783,2024-02-13,West India,Mumbai Hub,Mumbai,Mini Truck (14-ft),250,156,62.4,71,37,1.92,4,4.07,11.46,1082.97,83.52,713.28,1879.77,12.05,6,Yes
RT-0784,2024-04-24,West India,Mumbai Hub,Mumbai,Mini Truck (14-ft),250,140,56.0,261,48,5.44,8,11.13,31.2,2948.4,309.75,2029.48,5287.63,37.77,0,Yes
RT-0785,2024-12-23,South India,Bengaluru Hub,Coimbatore,Mini Truck (14-ft),250,165,66.0,419,56,7.48,12,13.22,71.37,6744.47,727.21,1902.87,9374.55,56.82,0,Yes
RT-0786,2024-12-25,Central India,Bhopal Hub,Ujjain,Mini Truck (14-ft),250,126,50.4,222,61,3.64,11,7.79,30.93,2922.88,341.69,1047.59,4312.16,34.22,17,Yes
RT-0787,2024-10-05,West India,Mumbai Hub,Mumbai,32-ft Truck,800,381,47.6,343,46,7.46,12,15.62,39.71,3752.6,736.57,2057.45,6546.62,17.18,4,Yes
RT-0788,2024-04-08,Central India,Bhopal Hub,Indore,Mini Truck (14-ft),250,141,56.4,42,60,0.7,9,6.38,4.74,447.93,46.98,1223.9,1718.81,12.19,42,No
RT-0789,2024-08-31,Central India,Bhopal Hub,Raipur,32-ft Truck,800,732,91.5,299,46,6.5,5,8.8,56.53,5342.09,640.76,1283.47,7266.32,9.93,13,Yes
RT-0790,2024-09-20,North India,Delhi Hub,Jaipur,20-ft Truck,500,458,91.6,296,60,4.93,3,5.75,39.28,3711.96,596.49,996.23,5304.68,11.58,0,Yes
RT-0791,2024-04-25,North India,Delhi Hub,Delhi,32-ft Truck,800,788,98.5,113,65,1.74,7,6.5,19.31,1824.79,228.86,1290.02,3343.67,4.24,5,Yes
RT-0792,2024-05-14,Central India,Bhopal Hub,Gwalior,Mini Truck (14-ft),250,196,78.4,135,34,3.97,11,9.11,23.92,2260.44,219.02,1132.81,3612.27,18.43,0,Yes
RT-0793,2024-12-12,West India,Mumbai Hub,Surat,20-ft Truck,500,288,57.6,293,60,4.88,5,7.06,45.54,4303.53,413.66,1033.62,5750.81,19.97,28,Yes
RT-0794,2024-04-30,North India,Delhi Hub,Chandigarh,32-ft Truck,800,678,84.8,149,39,3.82,11,9.87,27.29,2578.9,220.82,1573.11,4372.83,6.45,0,Yes
RT-0795,2024-01-15,South India,Bengaluru Hub,Bengaluru,Tempo,80,67,83.8,313,37,8.46,9,12.04,43.95,4153.28,450.69,1737.72,6341.69,94.65,0,Yes
RT-0796,2024-09-08,North India,Delhi Hub,Chandigarh,Tata Ace,120,76,63.3,325,31,10.48,6,14.49,57.87,5468.72,609.19,1887.64,7965.55,104.81,14,Yes
RT-0797,2024-10-18,South India,Bengaluru Hub,Mysuru,32-ft Truck,800,470,58.8,134,53,2.53,8,5.16,16.75,1582.88,253.91,849.01,2685.8,5.71,23,Yes
RT-0798,2024-10-21,East India,Kolkata Hub,Patna,32-ft Truck,800,605,75.6,278,61,4.56,12,13.42,34.71,3280.1,501.18,2237.96,6019.24,9.95,0,Yes
RT-0799,2024-03-24,East India,Kolkata Hub,Jamshedpur,Mini Truck (14-ft),250,203,81.2,155,53,2.92,5,4.96,18.12,1712.34,299.02,775.91,2787.27,13.73,34,No
RT-0800,2024-11-28,South India,Bengaluru Hub,Bengaluru,20-ft Truck,500,249,49.8,334,60,5.57,4,7.04,63.46,5996.97,728.65,1355.46,8081.08,32.45,11,Yes
RT-0801,2024-09-04,West India,Mumbai Hub,Nashik,32-ft Truck,800,458,57.2,373,62,6.02,11,13.24,62.3,5887.35,553.47,1638.85,8079.67,17.64,0,Yes
RT-0802,2024-09-04,East India,Kolkata Hub,Jamshedpur,Tata Ace,120,72,60.0,388,54,7.19,4,8.67,45.42,4292.19,476.85,1099.9,5868.94,81.51,0,Yes
RT-0803,2024-04-24,East India,Kolkata Hub,Patna,Tempo,80,44,55.0,108,61,1.77,3,3.44,14.6,1379.7,167.32,628.32,2175.34,49.44,22,Yes
RT-0804,2024-09-27,North India,Delhi Hub,Lucknow,32-ft Truck,800,491,61.4,208,34,6.12,3,8.25,25.95,2452.28,362.15,1237.04,4051.47,8.25,17,Yes
RT-0805,2024-09-15,South India,Bengaluru Hub,Vizag,Mini Truck (14-ft),250,158,63.2,76,62,1.23,8,5.67,8.55,807.98,166.59,902.84,1877.41,11.88,0,Yes
RT-0806,2024-09-15,North India,Delhi Hub,Amritsar,32-ft Truck,800,392,49.0,372,45,8.27,3,9.77,70.72,6683.04,682.5,1348.88,8714.42,22.23,9,Yes
RT-0807,2024-10-28,South India,Bengaluru Hub,Chennai,20-ft Truck,500,226,45.2,281,52,5.4,4,7.39,41.91,3960.49,485.12,1269.51,5715.12,25.29,0,Yes
RT-0808,2024-03-04,South India,Bengaluru Hub,Vizag,20-ft Truck,500,295,59.0,341,52,6.56,3,7.32,54.19,5120.95,383.21,1121.65,6625.81,22.46,24,Yes
RT-0809,2024-02-18,South India,Bengaluru Hub,Bengaluru,32-ft Truck,800,377,47.1,215,53,4.06,11,9.56,33.68,3182.76,369.19,1389.54,4941.49,13.11,52,No
RT-0810,2024-10-14,West India,Mumbai Hub,Mumbai,20-ft Truck,500,384,76.8,264,37,7.14,6,11.61,34.51,3261.19,322.77,2169.79,5753.75,14.98,0,Yes
RT-0811,2024-03-04,Central India,Bhopal Hub,Jabalpur,Tata Ace,120,69,57.5,119,56,2.12,4,4.88,15.76,1489.32,171.91,797.09,2458.32,35.63,0,Yes
RT-0812,2024-06-09,Central India,Bhopal Hub,Raipur,32-ft Truck,800,569,71.1,396,35,11.31,9,16.59,66.04,6240.78,516.04,3124.43,9881.25,17.37,0,Yes
RT-0813,2024-05-15,East India,Kolkata Hub,Patna,32-ft Truck,800,569,71.1,111,45,2.47,12,6.08,12.42,1173.69,202.71,1204.13,2580.53,4.54,46,No
RT-0814,2024-04-15,Central India,Bhopal Hub,Ujjain,Mini Truck (14-ft),250,119,47.6,347,45,7.71,11,12.14,46.34,4379.13,415.57,1989.13,6783.83,57.01,27,Yes
RT-0815,2024-08-23,North India,Delhi Hub,Amritsar,Tata Ace,120,86,71.7,288,33,8.73,7,11.28,56.35,5325.07,462.61,2073.58,7861.26,91.41,0,Yes
RT-0816,2024-04-24,East India,Kolkata Hub,Guwahati,Tempo,80,55,68.8,364,41,8.88,8,12.28,49.57,4684.36,356.46,2086.03,7126.85,129.58,26,Yes
RT-0817,2024-09-21,Central India,Bhopal Hub,Indore,32-ft Truck,800,712,89.0,333,64,5.2,8,7.45,44.89,4242.11,600.11,1066.14,5908.36,8.3,8,Yes
RT-0818,2024-06-06,South India,Bengaluru Hub,Hyderabad,Mini Truck (14-ft),250,130,52.0,129,50,2.58,4,3.63,18.64,1761.48,169.11,634.04,2564.63,19.73,30,No
RT-0819,2024-08-10,South India,Bengaluru Hub,Kochi,32-ft Truck,800,737,92.1,185,30,6.17,9,9.93,34.32,3243.24,400.29,1224.03,4867.56,6.6,0,Yes
RT-0820,2024-03-17,East India,Kolkata Hub,Guwahati,Tata Ace,120,102,85.0,385,36,10.69,4,11.82,46.86,4428.27,514.32,2341.85,7284.44,71.42,40,No
RT-0821,2024-11-24,South India,Bengaluru Hub,Mysuru,32-ft Truck,800,700,87.5,401,45,8.91,5,10.79,51.9,4904.55,716.18,1669.55,7290.28,10.41,2,Yes
RT-0822,2024-11-10,North India,Delhi Hub,Agra,20-ft Truck,500,291,58.2,291,36,8.08,3,9.74,54.2,5121.9,249.79,1407.8,6779.49,23.3,0,Yes
RT-0823,2024-05-23,East India,Kolkata Hub,Guwahati,20-ft Truck,500,438,87.6,275,56,4.91,4,6.89,33.38,3154.41,455.1,867.46,4476.97,10.22,48,No
RT-0824,2024-07-15,East India,Kolkata Hub,Ranchi,Mini Truck (14-ft),250,244,97.6,419,64,6.55,2,7.99,80.82,7637.49,770.58,1340.2,9748.27,39.95,0,Yes
RT-0825,2024-06-03,Central India,Bhopal Hub,Bhopal,Mini Truck (14-ft),250,123,49.2,107,65,1.65,9,5.23,13.95,1318.27,107.66,930.5,2356.43,19.16,0,Yes
RT-0826,2024-05-18,West India,Mumbai Hub,Mumbai,Mini Truck (14-ft),250,123,49.2,76,64,1.19,10,5.77,10.3,973.35,145.38,718.3,1837.03,14.94,29,Yes
RT-0827,2024-12-07,East India,Kolkata Hub,Jamshedpur,Tempo,80,48,60.0,323,55,5.87,11,9.84,39.78,3759.21,329.54,1294.99,5383.74,112.16,43,No
RT-0828,2024-07-25,North India,Delhi Hub,Amritsar,32-ft Truck,800,466,58.2,91,61,1.49,8,5.99,11.9,1124.55,147.58,882.68,2154.81,4.62,44,No
RT-0829,2024-03-23,North India,Delhi Hub,Delhi,Tata Ace,120,67,55.8,162,34,4.76,9,8.86,18.48,1746.36,342.22,1457.48,3546.06,52.93,0,Yes
RT-0830,2024-10-22,East India,Kolkata Hub,Siliguri,Mini Truck (14-ft),250,201,80.4,294,64,4.59,11,9.5,38.75,3661.88,440.82,1717.63,5820.33,28.96,8,Yes
RT-0831,2024-08-12,Central India,Bhopal Hub,Raipur,Tempo,80,49,61.3,284,60,4.73,8,10.09,38.56,3643.92,279.1,1361.54,5284.56,107.85,0,Yes
RT-0832,2024-09-25,South India,Bengaluru Hub,Coimbatore,Mini Truck (14-ft),250,185,74.0,330,43,7.67,7,12.14,36.84,3481.38,321.04,1641.3,5443.72,29.43,15,Yes
RT-0833,2024-04-10,North India,Delhi Hub,Chandigarh,Mini Truck (14-ft),250,202,80.8,166,64,2.59,5,4.82,26.34,2489.13,214.88,784.76,3488.77,17.27,79,No
RT-0834,2024-05-18,East India,Kolkata Hub,Siliguri,Tempo,80,56,70.0,288,32,9.0,11,14.79,32.61,3081.64,514.66,2130.12,5726.42,102.26,15,Yes
RT-0835,2024-03-22,South India,Bengaluru Hub,Vizag,Tata Ace,120,95,79.2,126,46,2.74,10,9.08,19.63,1855.03,277.08,1441.7,3573.81,37.62,51,No
RT-0836,2024-06-15,Central India,Bhopal Hub,Gwalior,20-ft Truck,500,368,73.6,51,63,0.81,6,3.56,5.83,550.94,88.9,530.7,1170.54,3.18,17,Yes
RT-0837,2024-10-19,West India,Mumbai Hub,Mumbai,Tata Ace,120,79,65.8,70,49,1.43,8,7.41,9.95,940.27,67.32,1107.08,2114.67,26.77,20,Yes
RT-0838,2024-03-29,South India,Bengaluru Hub,Vizag,Tata Ace,120,83,69.2,94,38,2.47,4,4.33,15.76,1489.32,172.67,618.4,2280.39,27.47,9,Yes
RT-0839,2024-08-04,North India,Delhi Hub,Amritsar,32-ft Truck,800,620,77.5,147,62,2.37,5,5.82,18.93,1788.88,188.48,1111.37,3088.73,4.98,0,Yes
RT-0840,2024-08-13,East India,Kolkata Hub,Siliguri,Mini Truck (14-ft),250,220,88.0,353,45,7.84,7,12.81,58.21,5500.85,339.76,2427.35,8267.96,37.58,56,No
RT-0841,2024-04-03,East India,Kolkata Hub,Bhubaneswar,Mini Truck (14-ft),250,158,63.2,26,28,0.93,3,2.02,4.86,459.27,27.12,292.45,778.84,4.93,14,Yes
RT-0842,2024-03-08,South India,Bengaluru Hub,Hyderabad,32-ft Truck,800,631,78.9,122,62,1.97,11,6.59,16.04,1515.78,258.2,918.81,2692.79,4.27,45,No
RT-0843,2024-12-03,East India,Kolkata Hub,Patna,Mini Truck (14-ft),250,223,89.2,134,30,4.47,8,9.78,22.4,2116.8,115.62,1529.16,3761.58,16.87,5,Yes
RT-0844,2024-09-21,Central India,Bhopal Hub,Raipur,20-ft Truck,500,305,61.0,345,35,9.86,10,13.74,44.05,4162.72,527.33,1750.02,6440.07,21.11,49,No
RT-0845,2024-10-09,South India,Bengaluru Hub,Bengaluru,32-ft Truck,800,676,84.5,307,57,5.39,8,11.38,37.02,3498.39,411.48,1492.2,5402.07,7.99,6,Yes
RT-0846,2024-08-11,North India,Delhi Hub,Jaipur,Mini Truck (14-ft),250,206,82.4,112,60,1.87,6,5.81,17.51,1654.7,116.82,837.31,2608.83,12.66,6,Yes
RT-0847,2024-01-03,West India,Mumbai Hub,Nagpur,Mini Truck (14-ft),250,249,99.6,187,41,4.56,7,6.51,34.08,3220.56,296.53,1272.78,4789.87,19.24,17,Yes
RT-0848,2024-09-22,Central India,Bhopal Hub,Raipur,32-ft Truck,800,458,57.2,143,45,3.18,9,8.1,17.43,1647.13,144.43,1273.8,3065.36,6.69,14,Yes
RT-0849,2024-07-14,West India,Mumbai Hub,Surat,Tata Ace,120,63,52.5,96,36,2.67,4,5.38,12.09,1142.5,185.37,655.19,1983.06,31.48,0,Yes
RT-0850,2024-02-21,West India,Mumbai Hub,Mumbai,Mini Truck (14-ft),250,157,62.8,89,59,1.51,12,6.44,10.06,950.67,135.67,864.81,1951.15,12.43,0,Yes
RT-0851,2024-01-21,West India,Mumbai Hub,Vadodara,Tata Ace,120,102,85.0,64,55,1.16,12,9.18,7.78,735.21,85.15,1742.29,2562.65,25.12,27,Yes
RT-0852,2024-02-26,South India,Bengaluru Hub,Mysuru,32-ft Truck,800,375,46.9,314,48,6.54,11,12.77,55.43,5238.14,685.72,1940.58,7864.44,20.97,9,Yes
RT-0853,2024-10-05,North India,Delhi Hub,Meerut,20-ft Truck,500,402,80.4,398,43,9.26,10,15.62,62.08,5866.56,780.35,2577.8,9224.71,22.95,50,No
RT-0854,2024-10-04,South India,Bengaluru Hub,Kochi,Mini Truck (14-ft),250,118,47.2,120,35,3.43,12,11.76,21.68,2048.76,263.14,2316.12,4628.02,39.22,0,Yes
RT-0855,2024-01-09,South India,Bengaluru Hub,Chennai,Mini Truck (14-ft),250,168,67.2,277,48,5.77,4,8.63,36.72,3470.04,387.35,1205.34,5062.73,30.14,19,Yes
RT-0856,2024-10-06,North India,Delhi Hub,Amritsar,32-ft Truck,800,424,53.0,347,28,12.39,11,17.87,52.7,4980.15,583.16,2286.75,7850.06,18.51,54,No
RT-0857,2024-02-14,North India,Delhi Hub,Chandigarh,Mini Truck (14-ft),250,141,56.4,294,47,6.26,10,10.04,53.56,5061.42,442.93,1237.66,6742.01,47.82,0,Yes
RT-0858,2024-12-06,South India,Bengaluru Hub,Hyderabad,Mini Truck (14-ft),250,201,80.4,288,32,9.0,2,10.35,54.81,5179.55,545.12,1724.23,7448.9,37.06,0,Yes
RT-0859,2024-08-30,West India,Mumbai Hub,Ahmedabad,Mini Truck (14-ft),250,131,52.4,35,51,0.69,6,4.38,6.43,607.63,63.07,766.57,1437.27,10.97,0,Yes
RT-0860,2024-01-05,North India,Delhi Hub,Agra,20-ft Truck,500,251,50.2,17,39,0.44,8,3.77,2.63,248.53,16.7,550.59,815.82,3.25,0,Yes
RT-0861,2024-08-22,South India,Bengaluru Hub,Coimbatore,Tata Ace,120,89,74.2,214,44,4.86,5,8.17,24.19,2285.95,341.89,1578.05,4205.89,47.26,0,Yes
RT-0862,2024-01-20,North India,Delhi Hub,Meerut,20-ft Truck,500,396,79.2,106,35,3.03,8,5.56,16.02,1513.89,223.23,993.37,2730.49,6.9,24,Yes
RT-0863,2024-01-21,West India,Mumbai Hub,Surat,32-ft Truck,800,572,71.5,299,30,9.97,4,11.62,46.28,4373.46,655.4,2249.97,7278.83,12.73,0,Yes
RT-0864,2024-07-29,Central India,Bhopal Hub,Indore,Tata Ace,120,59,49.2,166,54,3.07,3,4.33,24.97,2359.66,232.32,682.08,3274.06,55.49,10,Yes
RT-0865,2024-11-04,Central India,Bhopal Hub,Bhopal,32-ft Truck,800,554,69.2,268,33,8.12,12,11.82,35.2,3326.4,471.45,2230.31,6028.16,10.88,65,No
RT-0866,2024-05-26,West India,Mumbai Hub,Mumbai,Mini Truck (14-ft),250,161,64.4,64,37,1.73,3,3.33,9.33,881.69,76.95,480.78,1439.42,8.94,0,Yes
RT-0867,2024-06-26,North India,Delhi Hub,Amritsar,Tata Ace,120,77,64.2,318,32,9.94,4,12.02,61.5,5811.75,366.02,1943.74,8121.51,105.47,47,No
RT-0868,2024-03-07,Central India,Bhopal Hub,Jabalpur,Mini Truck (14-ft),250,145,58.0,44,50,0.88,5,4.11,5.12,483.84,72.6,770.2,1326.64,9.15,0,Yes
RT-0869,2024-02-25,North India,Delhi Hub,Amritsar,20-ft Truck,500,370,74.0,368,57,6.46,12,14.95,53.79,5083.15,417.06,2910.29,8410.5,22.73,10,Yes
RT-0870,2024-10-20,East India,Kolkata Hub,Ranchi,20-ft Truck,500,395,79.0,138,37,3.73,7,7.07,21.61,2042.14,164.94,1076.69,3283.77,8.31,30,No
RT-0871,2024-05-11,Central India,Bhopal Hub,Jabalpur,Tata Ace,120,67,55.8,209,37,5.65,8,10.8,23.9,2258.55,290.88,2144.29,4693.72,70.06,0,Yes
RT-0872,2024-09-17,Central India,Bhopal Hub,Bilaspur,Mini Truck (14-ft),250,191,76.4,250,38,6.58,10,13.13,40.72,3848.04,513.2,2310.61,6671.85,34.93,20,Yes
RT-0873,2024-07-02,East India,Kolkata Hub,Guwahati,32-ft Truck,800,516,64.5,31,28,1.11,3,2.42,3.54,334.53,47.55,416.08,798.16,1.55,9,Yes
RT-0874,2024-03-14,West India,Mumbai Hub,Pune,32-ft Truck,800,781,97.6,129,30,4.3,12,12.62,20.06,1895.67,247.65,2133.36,4276.68,5.48,15,Yes
